12.4.2005 0:00,3
12.4.2005 0:05,8
12.4.2005 0:10,10
12.4.2005 0:15,6
12.4.2005 0:20,1
12.4.2005 0:25,4
12.4.2005 0:30,-1
12.4.2005 0:35,4
12.4.2005 0:40,6
12.4.2005 0:45,13
12.4.2005 0:50,5
12.4.2005 0:55,5
12.4.2005 1:00,4
12.4.2005 1:05,7
12.4.2005 1:10,5
12.4.2005 1:15,4
12.4.2005 1:20,5
12.4.2005 1:25,1
12.4.2005 1:30,8
12.4.2005 1:35,2
12.4.2005 1:40,3
12.4.2005 1:45,0
12.4.2005 1:50,2
12.4.2005 1:55,1
12.4.2005 2:00,1
12.4.2005 2:05,0
12.4.2005 2:10,2
12.4.2005 2:15,1
12.4.2005 2:20,2
12.4.2005 2:25,4
12.4.2005 2:30,0
12.4.2005 2:35,0
12.4.2005 2:40,0
12.4.2005 2:45,3
12.4.2005 2:50,1
12.4.2005 2:55,0
12.4.2005 3:00,3
12.4.2005 3:05,0
12.4.2005 3:10,3
12.4.2005 3:15,0
12.4.2005 3:20,0
12.4.2005 3:25,2
12.4.2005 3:30,1
12.4.2005 3:35,1
12.4.2005 3:40,1
12.4.2005 3:45,1
12.4.2005 3:50,0
12.4.2005 3:55,3
12.4.2005 4:00,1
12.4.2005 4:05,2
12.4.2005 4:10,1
12.4.2005 4:15,1
12.4.2005 4:20,2
12.4.2005 4:25,1
12.4.2005 4:30,2
12.4.2005 4:35,2
12.4.2005 4:40,-1
12.4.2005 4:45,2
12.4.2005 4:50,5
12.4.2005 4:55,4
12.4.2005 5:00,6
12.4.2005 5:05,5
12.4.2005 5:10,5
12.4.2005 5:15,7
12.4.2005 5:20,4
12.4.2005 5:25,5
12.4.2005 5:30,12
12.4.2005 5:35,12
12.4.2005 5:40,11
12.4.2005 5:45,12
12.4.2005 5:50,11
12.4.2005 5:55,13
12.4.2005 6:00,19
12.4.2005 6:05,16
12.4.2005 6:10,19
12.4.2005 6:15,15
12.4.2005 6:20,8
12.4.2005 6:25,14
12.4.2005 6:30,30
12.4.2005 6:35,35
12.4.2005 6:40,20
12.4.2005 6:45,27
12.4.2005 6:50,33
12.4.2005 6:55,24
12.4.2005 7:00,39
12.4.2005 7:05,42
12.4.2005 7:10,36
12.4.2005 7:15,50
12.4.2005 7:20,42
12.4.2005 7:25,38
12.4.2005 7:30,38
12.4.2005 7:35,40
12.4.2005 7:40,49
12.4.2005 7:45,39
12.4.2005 7:50,43
12.4.2005 7:55,44
12.4.2005 8:00,40
12.4.2005 8:05,22
12.4.2005 8:10,25
12.4.2005 8:15,42
12.4.2005 8:20,37
12.4.2005 8:25,36
12.4.2005 8:30,34
12.4.2005 8:35,41
12.4.2005 8:40,37
12.4.2005 8:45,36
12.4.2005 8:50,40
12.4.2005 8:55,37
12.4.2005 9:00,41
12.4.2005 9:05,38
12.4.2005 9:10,36
12.4.2005 9:15,44
12.4.2005 9:20,33
12.4.2005 9:25,30
12.4.2005 9:30,41
12.4.2005 9:35,36
12.4.2005 9:40,35
12.4.2005 9:45,36
12.4.2005 9:50,35
12.4.2005 9:55,42
